SYMBOL,DATE,SPX YE16,SPX YE17,SPX 16-17,SEDOL,TICKER-REGION,PRICE YE16,PRICE YE17,RETURN 16-17,REL-RETURN,ROE,SECURITY NAME,NAME,TICKER,EXCHANGE,PEER_GROUP,REGION,COUNTRY,COMP_GROUP_AVG,TOTAL_ESG_SCORE,ENVIRONMENT_SCORE,SOCIAL_SCORE,GOVERNANCE_SCORE,TOTAL_ESG_PTILE,ENVIRONMENT_PTILE,SOCIAL_PTILE,GOVERNANCE_PTILE,ENVIRONMENT_WEIGHT,SOCIAL_WEIGHT,GOVERNANCE_WEIGHT,E_OPERATIONS_INCIDENTS,E_SUPPLYCHAIN_INCIDENTS,E_PRODSERVICE_INCIDENTS,S_EMPLOYEE_INCIDENTS,S_SUPPLYCHAIN_INCIDENTS,S_CUSTOMER_INCIDENTS,S_COMMUNITY_INCIDENTS,G_BUSETHICS_INCIDENTS,G_GOVERNANCE_INCIDENTS,G_PUBLIC_POLICY_INCIDENTS,OLD_SYMBOL,CONTROVERSY_LEVEL
2082675,20161230,2238.83,2673.61,0.19,208267,BBSI-US, 	64.10 , 	64.49 , 	0.01 , 	(0.19), 	30.26 ,"Barrett Business Services, Inc.",Barrett Business Services Inc.,BBSI,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,43.13000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 3,No evidence of relevant controversies,No evidence of relevant controversies,US0684631080,Category 3
2691305,20161230,2238.83,2673.61,0.19,269130,BCO-US, 	41.25 , 	78.70 , 	0.91 , 	0.71 , 	11.05 ,Brink's Company,The Brink's Company,BCO,NYSE,Commercial Services,United States and Canada,United States,58.98000,44.48000,32.50000,44.34000,63.84000,6.420000,5.500000,21.10000,30.28000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,US1096961040,Category 1
2117726,20161230,2238.83,2673.61,0.19,211772,BRC-US, 	37.55 , 	37.90 , 	0.01 , 	(0.18), 	13.45 ,Brady Corporation Class A,Brady Corporation,BRC,NYSE,Commercial Services,United States and Canada,United States,58.98000,47.77000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1046741062,No evidence of relevant controversies
2730781,20161230,2238.83,2673.61,0.19,273078,CBZ-US, 	13.70 , 	15.45 , 	0.13 , 	(0.07), 	8.94 ,"CBIZ, Inc.",CBIZ Inc.,CBZ,NYSE,Commercial Services,United States and Canada,United States,58.98000,45.91000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1248051021,Category 1
2181129,20161230,2238.83,2673.61,0.19,218112,CDI-US, 	7.40 ,, 	(1.00), 	(1.19), 	(15.39),CDI Corp.,CDI Corp.,CDI,NYSE,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1250711009,No evidence of relevant controversies
BXVKT24,20161230,2238.83,2673.61,0.19,BXVKT2,CEB-US, 	60.60 ,, 	(1.00), 	(1.19),,CEB Inc.,CEB Inc.,CEB,NYSE,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1251341061,No evidence of relevant controversies
2011970,20161230,2238.83,2673.61,0.19,201197,CECE-US, 	13.95 , 	5.13 , 	(0.63), 	(0.83), 	(17.81),CECO Environmental Corp.,CECO Environmental Corp.,CECE,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1251411013,No evidence of relevant controversies
2202473,20161230,2238.83,2673.61,0.19,220247,CLH-US, 	55.65 , 	54.20 , 	(0.03), 	(0.22), 	(3.66),"Clean Harbors, Inc.",Clean Harbors Inc.,CLH,NYSE,Commercial Services,United States and Canada,United States,58.98000,50.65000,54.90000,42.24000,55.63000,25.69000,45.87000,14.68000,9.170000,0.400000,0.350000,0.250000,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,US1844961078,Category 1
2208073,20161230,2238.83,2673.61,0.19,220807,CPRT-US, 	27.71 , 	43.19 , 	0.56 , 	0.36 , 	31.10 ,"Copart, Inc.",Copart Inc.,CPRT,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,43.69000,32.50000,40.00000,66.75000,4.590000,5.500000,7.340000,41.28000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2172041061,No evidence of relevant controversies
2240622,20161230,2238.83,2673.61,0.19,224062,CRAI-US, 	36.60 , 	44.95 , 	0.23 , 	0.03 , 	6.11 ,"CRA International, Inc.",CRA International Inc.,CRAI,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US12618T1051,No evidence of relevant controversies
B128Y51,20161230,2238.83,2673.61,0.19,B128Y5,CRRSQ-US, 	0.00 , 	0.00 , 	(0.53), 	(0.73),,"Corporate Resource Services, Inc.",Corporate Resource Services Inc.,CRRS.Q,OTCPK,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,US22004Y1055,Category 2
2197137,20161230,2238.83,2673.61,0.19,219713,CTAS-US, 	115.56 , 	155.83 , 	0.35 , 	0.15 , 	23.39 ,Cintas Corporation,Cintas Corporation,CTAS,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,56.88000,47.63000,64.26000,61.35000,50.46000,31.19000,79.82000,19.27000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1729081059,Category 1
2255778,20161230,2238.83,2673.61,0.19,225577,CVA-US, 	15.60 , 	16.90 , 	0.08 , 	(0.11), 	(0.72),Covanta Holding Corporation,Covanta Holding Corporation,CVA,NYSE,Commercial Services,United States and Canada,United States,58.98000,70.34000,80.25000,54.80000,76.25000,85.32000,91.74000,61.47000,83.49000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US22282E1029,Category 1
BYQDPJ4,20161230,2238.83,2673.61,0.19,BYQDPJ,CVEO-US, 	2.20 , 	2.73 , 	0.24 , 	0.05 , 	(18.56),Civeo Corp,Civeo Corporation,CVEO,NYSE,Commercial Services,United States and Canada,United States,58.98000,50.47000,,,,30.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,CA17878Y1088,No evidence of relevant controversies
BD0CYN7,20161230,2238.83,2673.61,0.19,BD0CYN,CVOVQ-US, 	6.99 , 	0.90 , 	(0.87), 	(1.07),,"Cenveo, Inc.",Cenveo Inc.,CVOV.Q,NYSE,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US15670S4021,No evidence of relevant controversies
2120490,20161230,2238.83,2673.61,0.19,212049,CWST-US, 	12.41 , 	23.02 , 	0.85 , 	0.66 ,,"Casella Waste Systems, Inc. Class A",Casella Waste Systems Inc.,CWST,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,49.06000,,,,25.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1474481041,Category 1
BZ8VC58,20161230,2238.83,2673.61,0.19,BZ8VC5,CXW-US, 	24.46 , 	22.50 , 	(0.08), 	(0.27), 	15.05 ,"CoreCivic, Inc.",CoreCivic Inc.,CXW,NYSE,Commercial Services,United States and Canada,United States,58.98000,54.27000,38.50000,56.15000,76.88000,40.37000,11.01000,65.14000,85.32000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,Category 3,Category 4,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,US21871N1019,Category 4
2260363,20161230,2238.83,2673.61,0.19,226036,DLX-US, 	71.61 , 	76.84 , 	0.07 , 	(0.12), 	27.98 ,Deluxe Corporation,Deluxe Corporation,DLX,NYSE,Commercial Services,United States and Canada,United States,58.98000,48.03000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2480191012,No evidence of relevant controversies
2636254,20161230,2238.83,2673.61,0.19,263625,DNB-US, 	121.32 , 	118.41 , 	(0.02), 	(0.22),,Dun & Bradstreet Corporation,The Dun & Bradstreet Corporation,DNB,NYSE,Commercial Services,United States and Canada,United States,58.98000,52.52000,46.63000,50.53000,64.75000,34.86000,28.44000,47.71000,34.86000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,US26483E1001,Category 2
2316103,20161230,2238.83,2673.61,0.19,231610,EBF-US, 	17.35 , 	20.75 , 	0.20 , 	0.00 , 	11.06 ,"Ennis, Inc.",Ennis Inc.,EBF,NYSE,Commercial Services,United States and Canada,United States,58.98000,44.22000,,,,10.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2933891028,No evidence of relevant controversies
2772396,20161230,2238.83,2673.61,0.19,277239,ECOL-US, 	49.15 , 	51.00 , 	0.04 , 	(0.16), 	12.78 ,"US Ecology, Inc.",US Ecology Inc.,ECOL,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,48.92000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US91732J1025,No evidence of relevant controversies
2303990,20161230,2238.83,2673.61,0.19,230399,EEI-US, 	10.55 , 	10.50 , 	(0.00), 	(0.20), 	2.44 ,"Ecology and Environment, Inc. Class A",Ecology & Environment Inc.,EEI,NasdaqGM,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2788781035,No evidence of relevant controversies
2319146,20161230,2238.83,2673.61,0.19,231914,EFX-US, 	118.23 , 	117.92 , 	(0.00), 	(0.20), 	19.66 ,Equifax Inc.,Equifax Inc.,EFX,NYSE,Commercial Services,United States and Canada,United States,58.98000,46.80000,44.00000,41.03000,59.35000,11.01000,22.94000,9.170000,14.68000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2944291051,Category 2
BY4K7X5,20161230,2238.83,2673.61,0.19,BY4K7X,ESND-US, 	20.90 , 	9.27 , 	(0.56), 	(0.75), 	8.49 ,Essendant Inc.,Essendant Inc.,ESND,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,46.59000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2966891028,No evidence of relevant controversies
2330318,20161230,2238.83,2673.61,0.19,233031,EXPO-US, 	60.30 , 	71.10 , 	0.18 , 	(0.02), 	17.71 ,"Exponent, Inc.",Exponent Inc.,EXPO,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,47.90000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US30214U1025,No evidence of relevant controversies
2351449,20161230,2238.83,2673.61,0.19,235144,FCN-US, 	45.08 , 	42.96 , 	(0.05), 	(0.24), 	7.26 ,"FTI Consulting, Inc.",FTI Consulting Inc.,FCN,NYSE,Commercial Services,United States and Canada,United States,58.98000,49.31000,40.63000,47.77000,65.35000,16.51000,15.60000,35.78000,36.70000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3029411093,Category 1
2352839,20161230,2238.83,2673.61,0.19,235283,FC-US, 	20.15 , 	20.75 , 	0.03 , 	(0.16), 	6.40 ,Franklin Covey Co.,Franklin Covey Co.,FC,NYSE,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3534691098,No evidence of relevant controversies
BZC0F18,20161230,2238.83,2673.61,0.19,BFBFTS,FLNT-US, 	2.57 , 	3.28 , 	0.28 , 	0.08 , 	(13.36),Fluent Inc,Cogint Inc.,COGT,NasdaqGM,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,US19241Q1013,Category 1
2354460,20161230,2238.83,2673.61,0.19,235446,FTEK-US, 	1.15 , 	1.12 , 	(0.03), 	(0.22), 	(34.00),"Fuel Tech, Inc.",Fuel-Tech Inc.,FTEK,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,49.82000,45.63000,44.49000,64.00000,18.35000,26.61000,24.77000,32.11000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3595231073,No evidence of relevant controversies
BNLYWQ1,20161230,2238.83,2673.61,0.19,BNLYWQ,GEO-US, 	23.95 , 	23.60 , 	(0.01), 	(0.21), 	15.01 ,GEO Group Inc,GEO Group Inc.,GEO,NYSE,Commercial Services,United States and Canada,United States,58.98000,50.02000,44.75000,47.33000,62.23000,20.18000,25.69000,33.94000,22.94000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,Category 2,Category 4,Category 2,Category 1,Category 2,US36162J1060,Category 4
2357317,20161230,2238.83,2673.61,0.19,235731,GK-US, 	96.45 ,, 	(1.00), 	(1.19), 	18.22 ,"G&K Services, Inc. Class A",G&K Services Inc.,@NA,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.92000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3612681052,Category 2
2626664,20161230,2238.83,2673.61,0.19,262666,GPX-US, 	28.60 , 	23.20 , 	(0.19), 	(0.38), 	12.43 ,GP Strategies Corporation,GP Strategies Corporation,GPX,NYSE,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US36225V1044,No evidence of relevant controversies
B2Q96P1,20161230,2238.83,2673.61,0.19,B2Q96P,HCCI-US, 	15.70 , 	21.75 , 	0.39 , 	0.19 , 	3.02 ,"Heritage-Crystal Clean, Inc.",Heritage-Crystal Clean Inc,HCCI,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.76000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US42726M1062,No evidence of relevant controversies
2417619,20161230,2238.83,2673.61,0.19,241761,HCSG-US, 	39.17 , 	52.72 , 	0.35 , 	0.15 , 	24.37 ,"Healthcare Services Group, Inc.",Healthcare Services Group Inc.,HCSG,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4219061086,No evidence of relevant controversies
2730532,20161230,2238.83,2673.61,0.19,273053,HDSN-US, 	8.01 , 	6.07 , 	(0.24), 	(0.44), 	13.18 ,"Hudson Technologies, Inc.",Hudson Technologies Inc.,HDSN,NasdaqCM,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4441441098,No evidence of relevant controversies
B01TPN3,20161230,2238.83,2673.61,0.19,B01TPN,HIL-US, 	4.35 , 	5.45 , 	0.25 , 	0.06 , 	(7.66),"Hill International, Inc.",Hill International Inc.,HIL,NYSE,Commercial Services,United States and Canada,United States,58.98000,45.15000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4314661012,No evidence of relevant controversies
2435246,20161230,2238.83,2673.61,0.19,243524,HNI-US, 	55.92 , 	38.57 , 	(0.31), 	(0.50), 	17.51 ,HNI Corporation,HNI Corporation,HNI,NYSE,Commercial Services,United States and Canada,United States,58.98000,52.74000,,,,35.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4042511000,No evidence of relevant controversies
2413071,20161230,2238.83,2673.61,0.19,241307,HSII-US, 	24.15 , 	24.55 , 	0.02 , 	(0.18), 	6.00 ,"Heidrick & Struggles International, Inc.",Heidrick & Struggles International Inc.,HSII,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4228191023,No evidence of relevant controversies
B018V76,20161230,2238.83,2673.61,0.19,B018V7,HURN-US, 	50.65 , 	40.45 , 	(0.20), 	(0.40), 	6.07 ,Huron Consulting Group Inc.,Huron Consulting Group Inc.,HURN,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.94000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4474621020,No evidence of relevant controversies
B1FP363,20161230,2238.83,2673.61,0.19,B1FP36,ICFI-US, 	55.20 , 	52.50 , 	(0.05), 	(0.24), 	8.55 ,"ICF International, Inc.",ICF International Inc.,ICFI,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,47.47000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US44925C1036,No evidence of relevant controversies
BD0Q558,20161230,2238.83,2673.61,0.19,BD0Q55,INFO-US, 	35.41 , 	45.15 , 	0.28 , 	0.08 , 	2.78 ,IHS Markit Ltd.,IHS Markit Ltd.,INFO,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,56.45000,62.38000,45.44000,62.40000,48.62000,61.47000,26.61000,23.85000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,BMG475671050,No evidence of relevant controversies
2238768,20161230,2238.83,2673.61,0.19,223876,INTX-US, 	3.99 , 	2.26 , 	(0.43), 	(0.63), 	(17.45),Intersections Inc.,Intersections Inc.,INTX,NasdaqGM,Commercial Services,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4609813013,Category 1
B17W6V8,20161230,2238.83,2673.61,0.19,B17W6V,INWK-US, 	9.85 , 	10.03 , 	0.02 , 	(0.18), 	1.68 ,"InnerWorkings, Inc.",InnerWorkings Inc.,INWK,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,44.30000,,,,10.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,US45773Y1055,Category 2
BVFTF03,20161230,2238.83,2673.61,0.19,BVFTF0,IRM-US, 	32.48 , 	37.73 , 	0.16 , 	(0.03), 	8.12 ,"Iron Mountain, Inc.",Iron Mountain Inc.,IRM,NYSE,Commercial Services,United States and Canada,United States,58.98000,61.33000,62.63000,52.89000,71.08000,59.63000,63.30000,57.80000,60.55000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US46284V1017,Category 2
B4Y1MH7,20161230,2238.83,2673.61,0.19,B4Y1MH,KAR-US, 	42.62 , 	50.51 , 	0.19 , 	(0.01), 	15.98 ,"KAR Auction Services, Inc.",KAR Auction Services Inc.,KAR,NYSE,Commercial Services,United States and Canada,United States,58.98000,44.57000,32.50000,44.49000,64.00000,7.340000,5.500000,24.77000,32.11000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US48238T1097,No evidence of relevant controversies
2491635,20161230,2238.83,2673.61,0.19,249163,KBAL-US, 	17.56 , 	18.67 , 	0.06 , 	(0.13), 	14.52 ,"Kimball International, Inc. Class B",Kimball International Inc.,KBAL,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,45.13000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4942741038,No evidence of relevant controversies
2487117,20161230,2238.83,2673.61,0.19,248711,KELYA-US, 	22.92 , 	27.27 , 	0.19 , 	(0.00), 	12.39 ,"Kelly Services, Inc. Class A",Kelly Services Inc.,KELY.A,NasdaqGS,Commercial Services,United States and Canada,United States,58.98000,47.41000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4881522084,Category 1
